Date,Start Time (ET),Visitor,Visitor Points,Home,Home Points,Box Score,Overtime,Attendance,Arena,Notes
2024-02-06,9:00p,Oklahoma City Thunder,117,Utah Jazz,124,https://www.basketball-reference.com//boxscores/202402060UTA.html,,"18,206",Delta Center,
2024-02-06,10:00p,Milwaukee Bucks,106,Phoenix Suns,114,https://www.basketball-reference.com//boxscores/202402060PHO.html,,"17,071",Footprint Center,
2024-02-07,7:00p,Toronto Raptors,123,Charlotte Hornets,117,https://www.basketball-reference.com//boxscores/202402070CHO.html,,"11,720",Spectrum Center,
2024-02-07,7:00p,Cleveland Cavaliers,114,Washington Wizards,106,https://www.basketball-reference.com//boxscores/202402070WAS.html,,"15,860",Capital One Arena,
2024-02-07,7:30p,Atlanta Hawks,117,Boston Celtics,125,https://www.basketball-reference.com//boxscores/202402070BOS.html,,"19,156",TD Garden,
2024-02-07,7:30p,San Antonio Spurs,104,Miami Heat,116,https://www.basketball-reference.com//boxscores/202402070MIA.html,,"19,652",Kaseya Center,
2024-02-07,7:30p,Golden State Warriors,127,Philadelphia 76ers,104,https://www.basketball-reference.com//boxscores/202402070PHI.html,,"19,780",Wells Fargo Center,
2024-02-07,10:00p,New Orleans Pelicans,117,Los Angeles Clippers,106,https://www.basketball-reference.com//boxscores/202402070LAC.html,,"19,370",Crypto.com Arena,
2024-02-07,10:00p,Detroit Pistons,133,Sacramento Kings,120,https://www.basketball-reference.com//boxscores/202402070SAC.html,,"17,832",Golden 1 Center,
2024-02-08,7:00p,Golden State Warriors,131,Indiana Pacers,109,https://www.basketball-reference.com//boxscores/202402080IND.html,,"17,274",Gainbridge Fieldhouse,
2024-02-08,7:00p,San Antonio Spurs,111,Orlando Magic,127,https://www.basketball-reference.com//boxscores/202402080ORL.html,,"19,074",Amway Center,
2024-02-08,7:30p,Cleveland Cavaliers,118,Brooklyn Nets,95,https://www.basketball-reference.com//boxscores/202402080BRK.html,,"17,304",Barclays Center,
2024-02-08,7:30p,Dallas Mavericks,122,New York Knicks,108,https://www.basketball-reference.com//boxscores/202402080NYK.html,,"19,812",Madison Square Garden (IV),
2024-02-08,8:00p,Chicago Bulls,118,Memphis Grizzlies,110,https://www.basketball-reference.com//boxscores/202402080MEM.html,,"16,285",FedEx Forum,
2024-02-08,8:00p,Minnesota Timberwolves,129,Milwaukee Bucks,105,https://www.basketball-reference.com//boxscores/202402080MIL.html,,"17,577",Fiserv Forum,
2024-02-08,9:00p,Utah Jazz,115,Phoenix Suns,129,https://www.basketball-reference.com//boxscores/202402080PHO.html,,"17,071",Footprint Center,
2024-02-08,10:00p,Denver Nuggets,114,Los Angeles Lakers,106,https://www.basketball-reference.com//boxscores/202402080LAL.html,,"18,997",Crypto.com Arena,
2024-02-08,10:00p,Detroit Pistons,128,Portland Trail Blazers,122,https://www.basketball-reference.com//boxscores/202402080POR.html,OT,"18,125",Moda Center,
2024-02-09,7:00p,Atlanta Hawks,127,Philadelphia 76ers,121,https://www.basketball-reference.com//boxscores/202402090PHI.html,,"19,758",Wells Fargo Center,
2024-02-09,7:30p,Washington Wizards,129,Boston Celtics,133,https://www.basketball-reference.com//boxscores/202402090BOS.html,,"19,156",TD Garden,
2024-02-09,7:30p,Houston Rockets,104,Toronto Raptors,107,https://www.basketball-reference.com//boxscores/202402090TOR.html,,"19,800",Scotiabank Arena,
2024-02-09,8:00p,Charlotte Hornets,84,Milwaukee Bucks,120,https://www.basketball-reference.com//boxscores/202402090MIL.html,,"17,690",Fiserv Forum,
2024-02-09,10:00p,Denver Nuggets,106,Sacramento Kings,135,https://www.basketball-reference.com//boxscores/202402090SAC.html,,"17,832",Golden 1 Center,
2024-02-09,10:30p,New Orleans Pelicans,122,Los Angeles Lakers,139,https://www.basketball-reference.com//boxscores/202402090LAL.html,,"18,997",Crypto.com Arena,
2024-02-10,3:00p,Oklahoma City Thunder,111,Dallas Mavericks,146,https://www.basketball-reference.com//boxscores/202402100DAL.html,,"20,277",American Airlines Center,
2024-02-10,3:30p,Detroit Pistons,106,Los Angeles Clippers,112,https://www.basketball-reference.com//boxscores/202402100LAC.html,,"19,370",Crypto.com Arena,
2024-02-10,6:00p,San Antonio Spurs,103,Brooklyn Nets,123,https://www.basketball-reference.com//boxscores/202402100BRK.html,,"18,005",Barclays Center,
2024-02-10,7:00p,Memphis Grizzlies,106,Charlotte Hornets,115,https://www.basketball-reference.com//boxscores/202402100CHO.html,,"17,259",Spectrum Center,
2024-02-10,7:00p,Chicago Bulls,108,Orlando Magic,114,https://www.basketball-reference.com//boxscores/202402100ORL.html,OT,"19,459",Amway Center,
2024-02-10,7:00p,Philadelphia 76ers,119,Washington Wizards,113,https://www.basketball-reference.com//boxscores/202402100WAS.html,,"20,333",Capital One Arena,
2024-02-10,7:30p,Houston Rockets,113,Atlanta Hawks,122,https://www.basketball-reference.com//boxscores/202402100ATL.html,,"17,503",State Farm Arena,
2024-02-10,7:30p,Indiana Pacers,125,New York Knicks,111,https://www.basketball-reference.com//boxscores/202402100NYK.html,,"19,812",Madison Square Garden (IV),
2024-02-10,7:30p,Cleveland Cavaliers,119,Toronto Raptors,95,https://www.basketball-reference.com//boxscores/202402100TOR.html,,"19,800",Scotiabank Arena,
2024-02-10,8:30p,Phoenix Suns,112,Golden State Warriors,113,https://www.basketball-reference.com//boxscores/202402100GSW.html,,"18,064",Chase Center,
2024-02-10,10:00p,New Orleans Pelicans,93,Portland Trail Blazers,84,https://www.basketball-reference.com//boxscores/202402100POR.html,,"18,226",Moda Center,
2024-02-11,2:00p,Boston Celtics,110,Miami Heat,106,https://www.basketball-reference.com//boxscores/202402110MIA.html,,"20,049",Kaseya Center,
2024-02-11,3:00p,Sacramento Kings,113,Oklahoma City Thunder,127,https://www.basketball-reference.com//boxscores/202402110OKC.html,,"17,092",Paycom Center,
2024-02-12,7:00p,Indiana Pacers,102,Charlotte Hornets,111,https://www.basketball-reference.com//boxscores/202402120CHO.html,,"12,112",Spectrum Center,
2024-02-12,7:00p,Philadelphia 76ers,123,Cleveland Cavaliers,121,https://www.basketball-reference.com//boxscores/202402120CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2024-02-12,7:30p,Chicago Bulls,136,Atlanta Hawks,126,https://www.basketball-reference.com//boxscores/202402120ATL.html,,"16,524",State Farm Arena,
2024-02-12,7:30p,San Antonio Spurs,122,Toronto Raptors,99,https://www.basketball-reference.com//boxscores/202402120TOR.html,,"19,800",Scotiabank Arena,
2024-02-12,8:00p,New York Knicks,103,Houston Rockets,105,https://www.basketball-reference.com//boxscores/202402120HOU.html,,"16,790",Toyota Center,
2024-02-12,8:00p,New Orleans Pelicans,96,Memphis Grizzlies,87,https://www.basketball-reference.com//boxscores/202402120MEM.html,,"15,823",FedEx Forum,
2024-02-12,8:00p,Denver Nuggets,95,Milwaukee Bucks,112,https://www.basketball-reference.com//boxscores/202402120MIL.html,,"17,444",Fiserv Forum,
2024-02-12,8:30p,Washington Wizards,104,Dallas Mavericks,112,https://www.basketball-reference.com//boxscores/202402120DAL.html,,"19,921",American Airlines Center,
2024-02-12,9:00p,Golden State Warriors,129,Utah Jazz,107,https://www.basketball-reference.com//boxscores/202402120UTA.html,,"18,206",Delta Center,
2024-02-12,10:30p,Minnesota Timberwolves,121,Los Angeles Clippers,100,https://www.basketball-reference.com//boxscores/202402120LAC.html,,"19,370",Crypto.com Arena,
2024-02-13,7:30p,Boston Celtics,118,Brooklyn Nets,110,https://www.basketball-reference.com//boxscores/202402130BRK.html,,"18,053",Barclays Center,
2024-02-13,7:30p,Oklahoma City Thunder,127,Orlando Magic,113,https://www.basketball-reference.com//boxscores/202402130ORL.html,,"19,301",Amway Center,
2024-02-13,8:00p,Miami Heat,123,Milwaukee Bucks,97,https://www.basketball-reference.com//boxscores/202402130MIL.html,,"17,520",Fiserv Forum,
2024-02-13,10:00p,Sacramento Kings,125,Phoenix Suns,130,https://www.basketball-reference.com//boxscores/202402130PHO.html,,"17,071",Footprint Center,
2024-02-13,10:00p,Minnesota Timberwolves,121,Portland Trail Blazers,109,https://www.basketball-reference.com//boxscores/202402130POR.html,,"17,906",Moda Center,
2024-02-13,10:30p,Detroit Pistons,111,Los Angeles Lakers,125,https://www.basketball-reference.com//boxscores/202402130LAL.html,,"18,997",Crypto.com Arena,
2024-02-14,7:00p,Atlanta Hawks,99,Charlotte Hornets,122,https://www.basketball-reference.com//boxscores/202402140CHO.html,,"14,336",Spectrum Center,
2024-02-14,7:00p,New York Knicks,100,Orlando Magic,118,https://www.basketball-reference.com//boxscores/202402140ORL.html,,"19,259",Amway Center,
2024-02-14,7:00p,Miami Heat,109,Philadelphia 76ers,104,https://www.basketball-reference.com//boxscores/202402140PHI.html,,"20,015",Wells Fargo Center,
2024-02-14,7:30p,Brooklyn Nets,86,Boston Celtics,136,https://www.basketball-reference.com//boxscores/202402140BOS.html,,"19,156",TD Garden,
2024-02-14,7:30p,Chicago Bulls,105,Cleveland Cavaliers,108,https://www.basketball-reference.com//boxscores/202402140CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2024-02-14,7:30p,Indiana Pacers,127,Toronto Raptors,125,https://www.basketball-reference.com//boxscores/202402140TOR.html,,"19,800",Scotiabank Arena,
2024-02-14,8:00p,Houston Rockets,113,Memphis Grizzlies,121,https://www.basketball-reference.com//boxscores/202402140MEM.html,,"15,012",FedEx Forum,
2024-02-14,8:00p,Washington Wizards,126,New Orleans Pelicans,133,https://www.basketball-reference.com//boxscores/202402140NOP.html,,"18,316",Smoothie King Center,
2024-02-14,8:30p,San Antonio Spurs,93,Dallas Mavericks,116,https://www.basketball-reference.com//boxscores/202402140DAL.html,,"20,311",American Airlines Center,
2024-02-14,9:00p,Sacramento Kings,102,Denver Nuggets,98,https://www.basketball-reference.com//boxscores/202402140DEN.html,,"19,617",Ball Arena,
2024-02-14,9:00p,Detroit Pistons,100,Phoenix Suns,116,https://www.basketball-reference.com//boxscores/202402140PHO.html,,"17,071",Footprint Center,
2024-02-14,9:00p,Los Angeles Lakers,138,Utah Jazz,122,https://www.basketball-reference.com//boxscores/202402140UTA.html,,"18,206",Delta Center,
2024-02-14,10:00p,Los Angeles Clippers,130,Golden State Warriors,125,https://www.basketball-reference.com//boxscores/202402140GSW.html,,"18,064",Chase Center,
2024-02-15,8:30p,Milwaukee Bucks,110,Memphis Grizzlies,113,https://www.basketball-reference.com//boxscores/202402150MEM.html,,"16,544",FedEx Forum,
2024-02-15,9:00p,Golden State Warriors,140,Utah Jazz,137,https://www.basketball-reference.com//boxscores/202402150UTA.html,,"18,206",Delta Center,
2024-02-15,10:00p,Minnesota Timberwolves,128,Portland Trail Blazers,91,https://www.basketball-reference.com//boxscores/202402150POR.html,,"18,606",Moda Center,
2024-02-22,7:00p,Orlando Magic,116,Cleveland Cavaliers,109,https://www.basketball-reference.com//boxscores/202402220CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2024-02-22,7:00p,Detroit Pistons,115,Indiana Pacers,129,https://www.basketball-reference.com//boxscores/202402220IND.html,,"16,506",Gainbridge Fieldhouse,
2024-02-22,7:00p,New York Knicks,110,Philadelphia 76ers,96,https://www.basketball-reference.com//boxscores/202402220PHI.html,,"21,094",Wells Fargo Center,
2024-02-22,7:00p,Brooklyn Nets,93,Toronto Raptors,121,https://www.basketball-reference.com//boxscores/202402220TOR.html,,"19,800",Scotiabank Arena,
2024-02-22,7:30p,Phoenix Suns,113,Dallas Mavericks,123,https://www.basketball-reference.com//boxscores/202402220DAL.html,,"20,377",American Airlines Center,
2024-02-22,8:00p,Boston Celtics,129,Chicago Bulls,112,https://www.basketball-reference.com//boxscores/202402220CHI.html,,"20,313",United Center,
2024-02-22,8:00p,Houston Rockets,105,New Orleans Pelicans,127,https://www.basketball-reference.com//boxscores/202402220NOP.html,,"17,421",Smoothie King Center,
2024-02-22,8:00p,Los Angeles Clippers,107,Oklahoma City Thunder,129,https://www.basketball-reference.com//boxscores/202402220OKC.html,,"18,203",Paycom Center,
2024-02-22,9:00p,Washington Wizards,110,Denver Nuggets,130,https://www.basketball-reference.com//boxscores/202402220DEN.html,,"19,621",Ball Arena,
2024-02-22,9:00p,Charlotte Hornets,115,Utah Jazz,107,https://www.basketball-reference.com//boxscores/202402220UTA.html,,"18,206",Delta Center,
2024-02-22,10:00p,Los Angeles Lakers,110,Golden State Warriors,128,https://www.basketball-reference.com//boxscores/202402220GSW.html,,"18,064",Chase Center,
2024-02-22,10:00p,San Antonio Spurs,122,Sacramento Kings,127,https://www.basketball-reference.com//boxscores/202402220SAC.html,,"18,153",Golden 1 Center,
2024-02-23,7:30p,Toronto Raptors,123,Atlanta Hawks,121,https://www.basketball-reference.com//boxscores/202402230ATL.html,,"17,625",State Farm Arena,
2024-02-23,7:30p,Cleveland Cavaliers,97,Philadelphia 76ers,104,https://www.basketball-reference.com//boxscores/202402230PHI.html,,"19,938",Wells Fargo Center,
2024-02-23,8:00p,Phoenix Suns,110,Houston Rockets,114,https://www.basketball-reference.com//boxscores/202402230HOU.html,,"18,055",Toyota Center,
2024-02-23,8:00p,Los Angeles Clippers,101,Memphis Grizzlies,95,https://www.basketball-reference.com//boxscores/202402230MEM.html,,"17,255",FedEx Forum,
2024-02-23,8:00p,Miami Heat,106,New Orleans Pelicans,95,https://www.basketball-reference.com//boxscores/202402230NOP.html,,"18,658",Smoothie King Center,
2024-02-23,8:00p,Washington Wizards,106,Oklahoma City Thunder,147,https://www.basketball-reference.com//boxscores/202402230OKC.html,,"18,203",Paycom Center,
2024-02-23,10:00p,Charlotte Hornets,84,Golden State Warriors,97,https://www.basketball-reference.com//boxscores/202402230GSW.html,,"18,064",Chase Center,
2024-02-23,10:00p,Milwaukee Bucks,112,Minnesota Timberwolves,107,https://www.basketball-reference.com//boxscores/202402230MIN.html,,"18,024",Target Center,
2024-02-23,10:00p,Denver Nuggets,127,Portland Trail Blazers,112,https://www.basketball-reference.com//boxscores/202402230POR.html,,"18,898",Moda Center,
2024-02-23,10:30p,San Antonio Spurs,118,Los Angeles Lakers,123,https://www.basketball-reference.com//boxscores/202402230LAL.html,,"18,997",Crypto.com Arena,
2024-02-24,8:00p,Orlando Magic,112,Detroit Pistons,109,https://www.basketball-reference.com//boxscores/202402240DET.html,,"19,388",Little Caesars Arena,
2024-02-24,8:30p,Boston Celtics,116,New York Knicks,102,https://www.basketball-reference.com//boxscores/202402240NYK.html,,"19,812",Madison Square Garden (IV),
2024-02-24,9:00p,Brooklyn Nets,86,Minnesota Timberwolves,101,https://www.basketball-reference.com//boxscores/202402240MIN.html,,"18,024",Target Center,
2024-02-25,1:00p,Milwaukee Bucks,119,Philadelphia 76ers,98,https://www.basketball-reference.com//boxscores/202402250PHI.html,,"19,831",Wells Fargo Center,
2024-02-25,3:30p,Los Angeles Lakers,113,Phoenix Suns,123,https://www.basketball-reference.com//boxscores/202402250PHO.html,,"17,071",Footprint Center,
2024-02-25,5:00p,Dallas Mavericks,111,Indiana Pacers,133,https://www.basketball-reference.com//boxscores/202402250IND.html,,"17,274",Gainbridge Fieldhouse,
2024-02-25,6:00p,Cleveland Cavaliers,114,Washington Wizards,105,https://www.basketball-reference.com//boxscores/202402250WAS.html,,"17,895",Capital One Arena,
2024-02-25,7:00p,Orlando Magic,92,Atlanta Hawks,109,https://www.basketball-reference.com//boxscores/202402250ATL.html,,"17,173",State Farm Arena,
2024-02-25,7:00p,Denver Nuggets,119,Golden State Warriors,103,https://www.basketball-reference.com//boxscores/202402250GSW.html,,"18,064",Chase Center,
2024-02-25,7:00p,Oklahoma City Thunder,123,Houston Rockets,110,https://www.basketball-reference.com//boxscores/202402250HOU.html,,"18,055",Toyota Center,
2024-02-25,7:00p,Chicago Bulls,114,New Orleans Pelicans,106,https://www.basketball-reference.com//boxscores/202402250NOP.html,,"18,684",Smoothie King Center,
2024-02-25,8:00p,San Antonio Spurs,109,Utah Jazz,128,https://www.basketball-reference.com//boxscores/202402250UTA.html,,"18,206",Delta Center,
2024-02-25,9:00p,Charlotte Hornets,93,Portland Trail Blazers,80,https://www.basketball-reference.com//boxscores/202402250POR.html,,"17,888",Moda Center,
2024-02-25,9:30p,Sacramento Kings,123,Los Angeles Clippers,107,https://www.basketball-reference.com//boxscores/202402250LAC.html,,"19,370",Crypto.com Arena,
2024-02-26,7:00p,Toronto Raptors,130,Indiana Pacers,122,https://www.basketball-reference.com//boxscores/202402260IND.html,,"16,026",Gainbridge Fieldhouse,
2024-02-26,7:30p,Detroit Pistons,111,New York Knicks,113,https://www.basketball-reference.com//boxscores/202402260NYK.html,,"19,303",Madison Square Garden (IV),
2024-02-26,8:00p,Brooklyn Nets,111,Memphis Grizzlies,86,https://www.basketball-reference.com//boxscores/202402260MEM.html,,"15,417",FedEx Forum,
2024-02-26,10:00p,Miami Heat,121,Sacramento Kings,110,https://www.basketball-reference.com//boxscores/202402260SAC.html,,"17,832",Golden 1 Center,
2024-02-27,7:00p,Dallas Mavericks,119,Cleveland Cavaliers,121,https://www.basketball-reference.com//boxscores/202402270CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2024-02-27,7:00p,Brooklyn Nets,81,Orlando Magic,108,https://www.basketball-reference.com//boxscores/202402270ORL.html,,"17,708",Amway Center,
2024-02-27,7:00p,Golden State Warriors,123,Washington Wizards,112,https://www.basketball-reference.com//boxscores/202402270WAS.html,,"20,333",Capital One Arena,
2024-02-27,7:30p,Utah Jazz,97,Atlanta Hawks,124,https://www.basketball-reference.com//boxscores/202402270ATL.html,,"17,129",State Farm Arena,
2024-02-27,7:30p,Philadelphia 76ers,99,Boston Celtics,117,https://www.basketball-reference.com//boxscores/202402270BOS.html,,"19,156",TD Garden,
2024-02-27,7:30p,New Orleans Pelicans,115,New York Knicks,92,https://www.basketball-reference.com//boxscores/202402270NYK.html,,"19,812",Madison Square Garden (IV),
2024-02-27,8:00p,Detroit Pistons,105,Chicago Bulls,95,https://www.basketball-reference.com//boxscores/202402270CHI.html,,"21,089",United Center,
